orderid,brand_name,product_name,sales_ammount,sales_date
0015900,Nokia,Nk500,85977.13,2018-06-10
0015901,Apple,laptop256,78192.51,2018-09-27
0015902,Apple,iphoneSE,96692.6,2019-08-16
0015903,Samsung,galaxy13,65960.99,2019-11-14
0015904,Samsung,galaxy12,86280.56,2019-07-31
0015905,Samsung,galaxy11,78424.09,2018-09-01
0015906,Apple,iphone13,56859.46,2020-01-27
0015907,Nokia,Nk400,99655.23,2019-06-25
0015908,Apple,IpadMini,6410.77,2019-05-07
0015909,Samsung,watch340,81731.06,2020-02-08
0015910,Nokia,Nk500,69465.24,2018-11-04
0015911,Samsung,galaxy11,25983.96,2019-07-01
0015912,Samsung,galaxy13,35365.44,2019-10-24
0015913,Samsung,galaxy10,84122.41,2018-12-29
0015914,Samsung,galaxy12,28036.14,2018-11-19
0015915,Apple,iphone12,13814.41,2019-09-16
0015916,Apple,iphone12,78305.89,2018-05-12
0015917,Nokia,Nk500,41146.41,2020-01-23
0015918,Samsung,galaxy10,90974.05,2019-06-28
0015919,Samsung,galaxy12,11430.64,2019-11-29
0015920,Nokia,Nk400,58693.7,2019-06-13
0015921,Nokia,Nk500,30034.29,2020-02-09
0015922,Nokia,Nk500,16203.04,2020-04-18
0015923,Nokia,Nk320,76505.81,2018-11-30
0015924,Apple,iphone12,23955.8,2019-01-07
0015925,Apple,IpadMax,7095.44,2018-09-18
0015926,Apple,IpadMini,36309.08,2018-05-28
0015927,Nokia,Nk320,47851.72,2018-09-26
0015928,Samsung,galaxy13,72020.93,2018-09-09
0015929,Apple,iphone12,5451.5,2018-09-23
0015930,Nokia,Nk500,98595.5,2019-07-08
0015931,Nokia,Nk500,24865.62,2020-03-30
0015932,Nokia,Nk500,41768.91,2019-04-27
0015933,Nokia,Nk400,83902.45,2018-12-02
0015934,Nokia,Nk320,88773.05,2020-04-07
0015935,Apple,iphone13,34362.68,2019-06-22
0015936,Nokia,Nk320,54699.06,2019-08-23
0015937,Samsung,watch340,29868.0,2019-02-14
0015938,Samsung,galaxy12,24766.56,2019-04-01
0015939,Samsung,galaxy11,96191.53,2019-02-23
0015940,Apple,laptop256,86988.27,2019-06-28
0015941,Apple,iphone13,67279.23,2019-12-02
0015942,Nokia,Nk500,46211.62,2018-05-13
0015943,Nokia,Nk500,63574.97,2019-08-28
0015944,Samsung,watch320,5629.66,2019-10-21
0015945,Samsung,watch340,45209.61,2018-08-26
0015946,Nokia,Nk400,64755.68,2018-12-27
0015947,Samsung,galaxy11,90354.24,2019-11-05
0015948,Samsung,watch320,72618.87,2019-01-20
0015949,Samsung,watch320,67055.36,2020-03-10
0015950,Samsung,watch340,8813.91,2018-05-02
0015951,Apple,IpadMax,16459.69,2018-12-02
0015952,Samsung,galaxy11,10442.99,2019-06-16
0015953,Samsung,galaxy12,84314.36,2018-11-21
0015954,Samsung,watch320,82494.93,2019-01-31
0015955,Samsung,galaxy10,79803.34,2019-05-12
0015956,Nokia,Nk500,20192.4,2019-12-27
0015957,Nokia,Nk320,49609.2,2019-12-30
0015958,Nokia,Nk400,89050.28,2019-06-03
0015959,Samsung,watch340,51849.58,2019-01-23
0015960,Nokia,Nk400,41949.06,2018-05-14
0015961,Samsung,galaxy10,64977.18,2019-09-29
0015962,Apple,IpadMax,27540.49,2020-04-24
0015963,Samsung,galaxy11,11109.38,2020-02-24
0015964,Nokia,Nk500,49449.82,2019-05-16
0015965,Apple,IpadMini,17357.83,2019-02-13
0015966,Samsung,galaxy10,73755.82,2020-04-01
0015967,Apple,iphone13,89375.81,2019-11-28
0015968,Apple,iphoneSE,62174.42,2020-01-12
0015969,Samsung,galaxy11,93842.04,2019-02-07
0015970,Samsung,watch320,35212.83,2018-09-08
0015971,Apple,Macbook512,60421.59,2019-05-25
0015972,Nokia,Nk320,27863.23,2019-05-23
0015973,Apple,iphone13,14934.71,2019-09-03
0015974,Nokia,Nk320,66613.28,2018-07-20
0015975,Nokia,Nk320,85616.04,2018-05-12
0015976,Apple,IpadMini,64725.4,2019-05-06
0015977,Samsung,watch340,39902.9,2018-06-08
0015978,Nokia,Nk400,62090.49,2019-06-17
0015979,Nokia,Nk400,63844.7,2019-09-10
0015980,Samsung,watch340,38944.31,2019-08-31
0015981,Samsung,watch340,1871.0,2018-08-05
0015982,Nokia,Nk500,70760.18,2019-09-08
0015983,Apple,iphone12,16192.77,2019-08-24
0015984,Nokia,Nk400,65831.04,2018-07-27
0015985,Apple,iphone13,22520.69,2018-09-25
0015986,Nokia,Nk500,27147.81,2018-06-22
0015987,Apple,iphon11,13768.42,2019-10-05
0015988,Apple,laptop256,61270.29,2018-07-01
0015989,Apple,Macbook512,37326.39,2020-03-17
0015990,Apple,iphone13,62745.08,2020-01-01
0015991,Samsung,galaxy11,96556.67,2019-02-14
0015992,Apple,Macbook512,25792.11,2019-11-14
0015993,Apple,iphone12,81321.67,2019-12-25
0015994,Samsung,galaxy13,25614.9,2018-08-01
0015995,Nokia,Nk500,47238.0,2019-08-19
0015996,Apple,laptop256,47424.23,2018-12-03
0015997,Nokia,Nk320,54098.05,2019-10-13
0015998,Samsung,galaxy13,40024.66,2018-05-08
0015999,Samsung,galaxy11,64991.47,2020-02-26
0016000,Nokia,Nk400,88078.2,2019-02-04
0016001,Apple,IpadMini,17396.9,2019-08-22
0016002,Samsung,watch320,68550.57,2019-12-21
0016003,Apple,iphon11,99058.87,2018-08-24
0016004,Samsung,galaxy11,14231.5,2019-02-27
0016005,Nokia,Nk320,66430.73,2018-11-25
0016006,Nokia,Nk320,78034.94,2019-08-11
0016007,Samsung,galaxy11,27557.39,2019-11-10
0016008,Samsung,watch320,94558.94,2018-07-16
0016009,Samsung,watch340,44842.03,2019-12-22
0016010,Apple,iphone13,76232.89,2018-12-03
0016011,Apple,iphone12,18235.61,2020-01-16
0016012,Samsung,galaxy11,55397.22,2019-05-17
0016013,Apple,iphon11,9760.06,2018-08-03
0016014,Apple,iphone12,53981.9,2018-06-04
0016015,Nokia,Nk500,19948.82,2018-12-25
0016016,Apple,iphone12,78072.6,2019-01-12
0016017,Nokia,Nk400,60251.69,2019-12-12
0016018,Apple,iphoneSE,94829.15,2019-05-28
0016019,Samsung,galaxy10,5994.82,2019-03-24
0016020,Samsung,galaxy12,39161.47,2020-02-05
0016021,Apple,IpadMax,37812.43,2018-12-16
0016022,Apple,iphon11,82788.05,2019-02-18
0016023,Samsung,galaxy11,37189.47,2018-05-10
0016024,Nokia,Nk500,49237.12,2018-11-02
0016025,Apple,iphone12,88178.21,2018-11-28
0016026,Nokia,Nk500,97546.9,2018-11-04
0016027,Apple,IpadMini,27239.84,2018-09-01
0016028,Nokia,Nk320,86586.26,2019-12-23
0016029,Nokia,Nk400,67662.06,2018-12-13
0016030,Apple,IpadMini,75552.19,2019-12-19
0016031,Nokia,Nk400,54995.45,2018-10-10
0016032,Nokia,Nk400,85947.36,2019-03-16
0016033,Nokia,Nk400,56332.57,2018-12-24
0016034,Samsung,watch320,16855.12,2018-11-07
0016035,Apple,Macbook512,48350.51,2018-12-02
0016036,Samsung,galaxy12,21068.69,2020-01-12
0016037,Nokia,Nk500,17406.63,2018-10-05
0016038,Nokia,Nk320,77222.0,2018-07-11
0016039,Samsung,galaxy10,47951.37,2019-08-18
0016040,Apple,laptop256,89671.54,2019-06-08
0016041,Samsung,galaxy12,1469.93,2019-05-04
0016042,Samsung,galaxy12,61529.0,2020-04-09
0016043,Nokia,Nk500,35438.14,2018-06-17
0016044,Nokia,Nk400,4048.07,2019-03-10
0016045,Samsung,galaxy11,68498.04,2018-05-02
0016046,Apple,laptop256,12114.6,2019-05-22
0016047,Nokia,Nk320,32310.04,2019-05-08
0016048,Samsung,galaxy11,43220.75,2019-12-20
0016049,Apple,laptop256,99124.88,2018-07-02
0016050,Samsung,galaxy10,53343.77,2020-03-30
0016051,Nokia,Nk400,13474.94,2018-06-12
0016052,Nokia,Nk400,200.42,2019-09-25
0016053,Samsung,galaxy10,54690.22,2019-09-08
0016054,Samsung,watch320,19263.7,2019-07-16
0016055,Nokia,Nk400,72883.13,2020-02-15
0016056,Nokia,Nk500,31993.55,2019-07-28
0016057,Samsung,galaxy10,21246.51,2018-06-13
0016058,Samsung,watch320,1528.88,2019-08-29
0016059,Apple,Macbook512,45063.45,2018-08-09
0016060,Apple,iphon11,2852.49,2019-08-07
0016061,Nokia,Nk500,92479.46,2020-04-11
0016062,Samsung,watch320,58731.88,2019-08-08
0016063,Apple,iphoneSE,8858.6,2018-09-14
0016064,Nokia,Nk400,12928.9,2019-11-25
0016065,Apple,Macbook512,17564.62,2019-08-28
0016066,Apple,IpadMini,95841.32,2019-03-07
0016067,Apple,Macbook512,16014.6,2018-11-01
0016068,Apple,iphoneSE,34446.53,2018-07-12
0016069,Apple,iphone12,41320.2,2019-11-25
0016070,Apple,IpadMini,89233.25,2019-11-16
0016071,Samsung,galaxy12,76137.72,2019-06-16
0016072,Nokia,Nk400,24116.07,2019-01-29
0016073,Nokia,Nk320,55969.51,2019-11-10
0016074,Apple,IpadMini,79000.46,2018-06-28
0016075,Samsung,galaxy12,6240.28,2019-10-19
0016076,Samsung,galaxy11,49266.77,2020-01-14
0016077,Samsung,galaxy12,97196.87,2019-07-11
0016078,Apple,laptop256,22396.5,2018-08-09
0016079,Nokia,Nk320,84862.97,2019-11-18
0016080,Nokia,Nk320,90951.22,2018-06-26
0016081,Samsung,galaxy12,89043.01,2019-06-29
0016082,Apple,Macbook512,61853.54,2018-10-03
0016083,Apple,Macbook512,98878.34,2019-07-01
0016084,Nokia,Nk400,29691.1,2018-11-18
0016085,Apple,Macbook512,71913.32,2018-06-17
0016086,Samsung,galaxy13,45150.4,2020-04-30
0016087,Apple,iphon11,27507.87,2018-05-04
0016088,Samsung,galaxy12,15052.36,2019-12-14
0016089,Apple,laptop256,19187.01,2019-08-14
0016090,Samsung,watch320,5923.52,2019-05-06
0016091,Samsung,galaxy12,79759.83,2019-11-25
0016092,Samsung,galaxy10,23235.86,2019-08-16
0016093,Samsung,watch340,940.12,2019-12-27
0016094,Samsung,galaxy10,89079.3,2018-12-24
0016095,Nokia,Nk320,19219.83,2019-10-31
0016096,Samsung,galaxy10,24938.73,2019-09-28
0016097,Apple,IpadMini,27309.11,2019-03-30
0016098,Nokia,Nk500,35965.82,2019-05-31
0016099,Samsung,watch340,55248.97,2019-02-28
0016100,Samsung,watch320,6484.63,2019-09-29
0016101,Apple,IpadMax,12081.48,2018-11-16
0016102,Samsung,watch320,12649.36,2019-08-02
0016103,Apple,iphone13,18386.58,2020-01-04
0016104,Apple,iphone13,31560.88,2018-09-04
0016105,Nokia,Nk320,40170.18,2018-10-23
0016106,Samsung,galaxy13,36243.98,2019-11-16
0016107,Nokia,Nk400,86607.88,2019-03-15
0016108,Nokia,Nk320,21745.41,2019-06-15
0016109,Samsung,watch320,78584.2,2018-08-06
0016110,Samsung,watch320,33592.26,2018-10-05
0016111,Nokia,Nk320,84432.69,2019-09-05
0016112,Samsung,galaxy11,25827.06,2018-10-31
0016113,Samsung,galaxy11,56223.89,2020-03-01
0016114,Nokia,Nk320,4477.92,2020-02-24
0016115,Apple,IpadMini,27245.58,2018-05-07
0016116,Samsung,galaxy12,92061.48,2020-03-30
0016117,Nokia,Nk400,70552.24,2019-12-12
0016118,Nokia,Nk500,16997.99,2018-12-13
0016119,Nokia,Nk400,65643.14,2019-12-12
0016120,Apple,laptop256,76823.09,2020-03-22
0016121,Samsung,galaxy10,5316.37,2019-02-19
0016122,Apple,iphon11,3625.0,2018-09-02
0016123,Apple,iphon11,19532.05,2018-06-03
0016124,Nokia,Nk320,2724.39,2018-08-13
0016125,Nokia,Nk400,55769.51,2019-12-04
0016126,Apple,iphone13,13255.88,2019-05-27
0016127,Apple,IpadMini,7685.95,2018-05-08
0016128,Nokia,Nk500,73656.26,2019-01-14
0016129,Samsung,galaxy12,55711.08,2020-01-27
0016130,Nokia,Nk320,95595.0,2019-10-11
0016131,Apple,IpadMini,96435.89,2019-06-24
0016132,Samsung,galaxy11,12871.49,2018-07-27
0016133,Nokia,Nk320,28841.7,2020-04-07
0016134,Samsung,watch340,17218.81,2019-04-17
0016135,Samsung,watch320,5156.72,2020-04-30
0016136,Apple,Macbook512,80083.76,2018-08-10
0016137,Apple,iphon11,10510.72,2018-09-19
0016138,Nokia,Nk400,78474.95,2019-12-17
0016139,Samsung,galaxy11,95379.48,2019-05-21
0016140,Apple,iphone13,1106.76,2019-07-05
0016141,Nokia,Nk500,10654.22,2018-06-08
0016142,Apple,iphon11,91874.4,2018-06-02
0016143,Apple,laptop256,3065.45,2019-06-09
0016144,Apple,iphone12,30231.72,2018-07-19
0016145,Samsung,galaxy13,35768.42,2019-01-27
0016146,Apple,laptop256,30570.21,2019-01-04
0016147,Samsung,galaxy11,28466.95,2018-09-21
0016148,Nokia,Nk400,69389.26,2018-08-22
0016149,Apple,iphon11,72793.71,2019-04-09
0016150,Nokia,Nk500,53735.12,2018-06-11
0016151,Nokia,Nk400,93382.84,2019-05-01
0016152,Nokia,Nk320,98003.58,2018-12-14
0016153,Samsung,galaxy13,47184.78,2019-06-18
0016154,Apple,iphone12,14701.69,2019-03-25
0016155,Apple,iphone12,76539.74,2018-12-11
0016156,Samsung,watch320,63138.0,2019-12-18
0016157,Apple,Macbook512,56537.69,2018-11-16
0016158,Samsung,galaxy10,87895.41,2018-07-01
0016159,Samsung,watch320,69208.56,2020-01-23
0016160,Samsung,galaxy11,48508.42,2019-09-03
0016161,Samsung,galaxy13,86327.81,2019-12-02
0016162,Apple,iphoneSE,20374.19,2019-09-29
0016163,Samsung,watch320,28744.72,2018-11-03
0016164,Nokia,Nk500,99685.52,2019-05-25
0016165,Nokia,Nk500,34168.44,2020-04-28
0016166,Samsung,galaxy11,60409.02,2018-10-04
0016167,Nokia,Nk400,8011.55,2019-03-25
0016168,Apple,Macbook512,34010.14,2018-10-26
0016169,Samsung,galaxy12,98951.06,2018-06-30
0016170,Nokia,Nk320,12076.23,2018-09-15
0016171,Nokia,Nk320,6883.79,2018-10-31
0016172,Nokia,Nk320,2361.39,2018-11-06
0016173,Apple,iphoneSE,13082.62,2019-07-18
0016174,Nokia,Nk500,28583.27,2018-06-15
0016175,Samsung,watch340,41060.56,2019-05-24
0016176,Samsung,galaxy13,83519.44,2019-12-30
0016177,Samsung,watch320,16450.79,2019-07-15
0016178,Samsung,galaxy10,57918.7,2018-05-13
0016179,Apple,IpadMax,22427.47,2020-03-12
0016180,Apple,iphone12,7783.19,2019-10-26
0016181,Apple,iphone13,64705.06,2018-11-04
0016182,Nokia,Nk400,89429.19,2019-01-22
0016183,Nokia,Nk320,55140.38,2020-03-23
0016184,Samsung,watch340,53231.11,2020-04-23
0016185,Apple,iphon11,4714.72,2018-06-25
0016186,Nokia,Nk400,65009.87,2019-05-18
0016187,Nokia,Nk500,22003.43,2019-05-30
0016188,Apple,laptop256,54792.53,2018-09-14
0016189,Apple,iphoneSE,62417.09,2020-02-23
0016190,Apple,iphone12,31776.49,2019-03-21
0016191,Samsung,galaxy10,4376.41,2019-09-05
0016192,Nokia,Nk320,15925.26,2019-02-21
0016193,Apple,IpadMini,688.18,2018-12-29
0016194,Samsung,galaxy10,1408.62,2019-03-26
0016195,Apple,iphone12,61468.05,2018-08-26
0016196,Apple,iphone13,40337.24,2019-08-30
0016197,Apple,iphoneSE,75745.97,2018-06-28
0016198,Samsung,watch320,83235.75,2019-01-12
0016199,Samsung,watch340,6534.21,2019-01-09
0016200,Nokia,Nk400,34290.74,2019-02-16
0016201,Apple,laptop256,81068.64,2019-06-18
0016202,Nokia,Nk400,41415.72,2018-07-22
0016203,Apple,iphoneSE,65440.2,2019-10-22
0016204,Apple,iphone12,32542.69,2019-08-14
0016205,Apple,IpadMini,17614.13,2018-06-09
0016206,Samsung,watch340,51240.31,2018-08-12
0016207,Samsung,watch340,83475.97,2019-09-24
0016208,Nokia,Nk500,40180.44,2020-03-20
0016209,Apple,iphone12,30537.91,2020-02-20
0016210,Nokia,Nk320,4216.07,2019-11-19
0016211,Apple,Macbook512,12316.81,2019-07-02
0016212,Samsung,galaxy12,32726.94,2019-01-20
0016213,Samsung,galaxy13,44581.35,2018-12-04
0016214,Apple,iphone13,57226.93,2019-01-29
0016215,Samsung,watch320,69072.86,2019-01-05
0016216,Samsung,galaxy13,44910.66,2019-10-11
0016217,Apple,IpadMini,9349.7,2018-11-13
0016218,Apple,iphone12,77779.04,2019-08-18
0016219,Apple,iphoneSE,50739.02,2018-12-30
0016220,Apple,laptop256,57476.93,2018-05-29
0016221,Samsung,watch340,46493.02,2019-02-04
0016222,Apple,IpadMini,79682.59,2020-03-10
0016223,Nokia,Nk500,78144.21,2019-09-03
0016224,Nokia,Nk500,94102.29,2018-08-09
0016225,Samsung,galaxy13,96141.39,2019-03-05
0016226,Samsung,galaxy12,54702.21,2020-03-17
0016227,Apple,iphoneSE,68016.03,2020-02-26
0016228,Nokia,Nk400,48286.52,2020-01-05
0016229,Nokia,Nk320,40584.91,2018-08-20
0016230,Samsung,galaxy11,17760.36,2019-06-23
0016231,Apple,IpadMax,94771.06,2018-10-24
0016232,Samsung,galaxy10,63972.45,2020-01-25
0016233,Nokia,Nk400,86621.48,2020-04-15
0016234,Apple,iphone12,7130.34,2018-05-29
0016235,Nokia,Nk500,41215.46,2018-11-27
0016236,Samsung,watch320,51191.25,2019-02-08
0016237,Apple,iphon11,9267.16,2019-06-24
0016238,Nokia,Nk400,53421.22,2020-03-21
0016239,Nokia,Nk320,18047.61,2019-10-04
0016240,Samsung,galaxy12,43741.37,2019-05-25
0016241,Samsung,galaxy12,68679.88,2019-06-19
0016242,Nokia,Nk320,49523.75,2019-10-29
0016243,Nokia,Nk320,37679.95,2020-04-01
0016244,Nokia,Nk500,72469.82,2020-01-26
0016245,Samsung,galaxy12,43957.3,2020-01-28
0016246,Samsung,watch340,43849.98,2018-11-23
0016247,Apple,laptop256,70487.43,2018-11-10
0016248,Nokia,Nk400,27114.5,2018-07-06
0016249,Nokia,Nk500,20499.6,2018-07-20
0016250,Nokia,Nk400,9721.32,2020-04-04
0016251,Nokia,Nk320,19157.5,2018-08-07
0016252,Apple,iphone12,38478.15,2020-01-04
0016253,Samsung,watch340,63207.56,2019-01-07
0016254,Samsung,watch320,603.06,2020-03-17
0016255,Samsung,galaxy11,21289.19,2018-08-07
0016256,Nokia,Nk320,63682.97,2018-11-21
0016257,Nokia,Nk400,65429.01,2020-02-11
0016258,Samsung,watch340,8832.54,2019-04-04
0016259,Apple,laptop256,6636.28,2019-06-30
0016260,Samsung,watch340,84565.3,2020-01-26
0016261,Nokia,Nk320,63253.37,2018-11-19
0016262,Nokia,Nk500,68302.22,2018-12-23
0016263,Samsung,galaxy11,6711.78,2019-07-30
0016264,Samsung,galaxy11,62158.29,2018-08-29
0016265,Nokia,Nk320,55980.45,2018-11-20
0016266,Nokia,Nk320,8138.3,2020-04-13
0016267,Samsung,watch320,2689.5,2019-01-08
0016268,Nokia,Nk400,47927.72,2018-12-20
0016269,Apple,iphone12,23325.36,2018-11-21
0016270,Apple,iphone13,41278.18,2019-08-08
0016271,Apple,iphone13,81760.89,2018-05-08
0016272,Apple,IpadMax,4075.23,2019-10-22
0016273,Samsung,galaxy10,12951.93,2018-10-24
0016274,Nokia,Nk500,57418.07,2019-08-23
0016275,Nokia,Nk320,23746.49,2019-05-17
0016276,Samsung,watch320,41881.35,2018-11-06
0016277,Samsung,galaxy10,92894.55,2019-04-10
0016278,Samsung,watch340,60212.86,2019-12-16
0016279,Nokia,Nk500,90944.09,2019-12-07
0016280,Nokia,Nk400,42974.1,2019-05-05
0016281,Apple,iphoneSE,56949.35,2019-07-26
0016282,Apple,IpadMax,41710.22,2018-06-29
0016283,Samsung,galaxy11,51955.18,2019-04-08
0016284,Apple,Macbook512,81187.64,2018-06-30
0016285,Nokia,Nk320,14261.58,2019-10-05
0016286,Samsung,watch320,32727.5,2020-03-15
0016287,Samsung,galaxy11,66038.39,2018-08-30
0016288,Nokia,Nk320,39216.18,2019-07-15
0016289,Samsung,galaxy12,29498.28,2018-06-15
0016290,Nokia,Nk500,81238.71,2020-01-15
0016291,Apple,iphoneSE,40716.32,2019-10-01
0016292,Samsung,galaxy12,74285.23,2019-02-17
0016293,Apple,iphoneSE,34745.31,2019-10-24
0016294,Nokia,Nk400,66786.01,2018-05-27
0016295,Nokia,Nk320,59191.11,2019-06-30
0016296,Apple,IpadMini,55441.04,2019-05-23
0016297,Samsung,galaxy13,23338.98,2018-05-31
0016298,Apple,iphoneSE,65435.66,2019-03-30
0016299,Samsung,galaxy13,86657.06,2018-09-11
0016300,Nokia,Nk400,88538.03,2018-05-24
0016301,Apple,Macbook512,8801.85,2018-07-27
0016302,Samsung,galaxy11,93407.49,2020-04-22
0016303,Samsung,galaxy11,23805.48,2019-09-15
0016304,Nokia,Nk320,62993.23,2020-01-19
0016305,Apple,IpadMini,41666.06,2019-02-16
0016306,Apple,iphoneSE,48823.45,2019-10-24
0016307,Apple,iphone13,23347.53,2019-02-24
0016308,Samsung,galaxy12,43645.54,2020-03-17
0016309,Nokia,Nk500,43721.75,2020-03-16
0016310,Apple,Macbook512,94694.35,2018-07-24
0016311,Apple,Macbook512,24824.87,2020-02-22
0016312,Nokia,Nk320,88090.75,2018-11-16
0016313,Samsung,galaxy12,62671.25,2019-01-07
0016314,Apple,iphone13,66442.92,2020-04-13
0016315,Apple,iphone12,43315.97,2019-01-23
0016316,Samsung,galaxy13,7683.02,2019-06-23
0016317,Samsung,watch340,77765.79,2019-08-25
0016318,Apple,iphone13,17871.2,2019-08-02
0016319,Samsung,watch340,87423.53,2018-12-09
0016320,Apple,iphone12,996.19,2019-09-07
0016321,Samsung,galaxy10,32027.24,2019-11-06
0016322,Apple,IpadMini,13243.5,2019-03-26
0016323,Nokia,Nk500,68867.08,2018-11-18
0016324,Apple,iphone12,43734.77,2018-08-06
0016325,Nokia,Nk500,33102.02,2019-02-03
0016326,Apple,IpadMini,89107.22,2018-10-01
0016327,Nokia,Nk400,7095.62,2019-03-26
0016328,Apple,iphoneSE,67569.21,2018-06-15
0016329,Apple,iphone12,45909.41,2018-12-09
0016330,Nokia,Nk500,83385.66,2020-01-25
0016331,Apple,IpadMax,45061.76,2019-12-02
0016332,Samsung,galaxy10,98282.89,2019-03-20
0016333,Apple,iphone12,94158.04,2019-02-03
0016334,Nokia,Nk320,864.88,2019-10-14
0016335,Apple,Macbook512,44032.09,2020-02-03
0016336,Samsung,watch320,50612.51,2019-11-09
0016337,Samsung,galaxy12,66625.37,2019-02-01
0016338,Samsung,watch340,36824.89,2020-01-23
0016339,Apple,iphone13,17744.09,2019-07-12
0016340,Nokia,Nk320,53017.76,2019-05-21
0016341,Samsung,galaxy12,21251.84,2019-01-05
0016342,Nokia,Nk320,35383.32,2018-09-19
0016343,Samsung,galaxy11,79335.5,2019-02-27
0016344,Apple,iphoneSE,77397.12,2019-12-18
0016345,Samsung,watch340,9190.72,2018-07-01
0016346,Apple,Macbook512,81917.78,2018-08-16
0016347,Nokia,Nk500,84740.11,2018-12-23
0016348,Samsung,galaxy11,66557.9,2018-12-10
0016349,Samsung,galaxy10,17367.42,2019-05-02
0016350,Nokia,Nk500,11641.86,2018-10-15
0016351,Samsung,galaxy12,37352.99,2019-06-14
0016352,Nokia,Nk320,35861.65,2018-09-06
0016353,Samsung,galaxy13,68058.5,2019-11-25
0016354,Nokia,Nk400,69257.03,2020-01-28
0016355,Nokia,Nk400,26226.51,2018-12-31
0016356,Samsung,galaxy11,95920.37,2020-01-06
0016357,Nokia,Nk400,66721.18,2019-12-28
0016358,Samsung,galaxy10,51375.02,2019-10-24
0016359,Nokia,Nk400,2300.53,2019-12-02
0016360,Samsung,watch320,21232.29,2018-09-14
0016361,Samsung,galaxy10,10219.4,2019-04-23
0016362,Samsung,galaxy13,74806.19,2018-11-08
0016363,Apple,IpadMax,52354.31,2019-11-21
0016364,Apple,iphone13,32307.83,2019-10-16
0016365,Apple,laptop256,77022.53,2018-12-30
0016366,Nokia,Nk320,89188.42,2020-04-21
0016367,Samsung,galaxy12,39966.55,2018-10-10
0016368,Apple,IpadMini,23994.39,2019-02-25
0016369,Samsung,galaxy13,6308.6,2019-07-13
0016370,Nokia,Nk500,78713.22,2018-12-20
0016371,Samsung,watch320,65008.82,2019-02-23
0016372,Apple,iphone13,1555.12,2019-05-25
0016373,Nokia,Nk500,23819.38,2018-06-05
0016374,Nokia,Nk320,65698.14,2019-10-21
0016375,Samsung,galaxy13,49923.61,2018-09-22
0016376,Apple,IpadMini,54971.1,2019-02-26
0016377,Samsung,galaxy12,86982.53,2019-04-08
0016378,Samsung,watch340,3339.4,2019-09-21
0016379,Apple,laptop256,61767.44,2020-03-21
0016380,Apple,iphone12,22281.49,2019-12-05
0016381,Nokia,Nk400,85348.11,2019-01-17
0016382,Samsung,galaxy12,39489.05,2019-10-12
0016383,Apple,iphoneSE,71498.71,2020-02-14
0016384,Samsung,galaxy11,73097.97,2019-01-24
0016385,Samsung,galaxy13,28052.72,2020-01-20
0016386,Nokia,Nk400,20387.62,2019-03-03
0016387,Nokia,Nk500,68503.94,2019-02-04
0016388,Apple,IpadMax,1051.63,2018-09-22
0016389,Nokia,Nk500,11399.08,2019-03-12
0016390,Samsung,watch320,34651.38,2019-08-23
0016391,Apple,iphon11,10090.81,2019-10-12
0016392,Nokia,Nk320,88311.27,2019-10-04
0016393,Samsung,galaxy11,13006.23,2019-08-06
0016394,Nokia,Nk500,34955.79,2018-07-01
0016395,Samsung,watch320,28128.69,2019-05-23
0016396,Samsung,galaxy11,49211.24,2019-08-26
0016397,Samsung,watch320,57804.72,2019-02-25
0016398,Apple,laptop256,52766.93,2019-05-23
0016399,Samsung,galaxy13,73355.0,2019-08-29
0016400,Apple,IpadMax,87440.92,2019-03-25
0016401,Nokia,Nk400,37465.11,2019-10-23
0016402,Samsung,watch340,85857.67,2018-06-26
0016403,Samsung,watch340,77612.34,2020-02-16
0016404,Samsung,watch320,79609.1,2020-03-01
0016405,Apple,IpadMini,71293.98,2020-01-18
0016406,Nokia,Nk320,66011.29,2019-11-12
0016407,Samsung,galaxy10,25093.2,2018-06-01
0016408,Samsung,galaxy10,69946.8,2018-08-02
0016409,Apple,iphone13,43028.64,2019-12-14
0016410,Apple,laptop256,2101.14,2020-02-20
0016411,Apple,iphone13,75086.12,2019-08-02
0016412,Nokia,Nk320,6863.61,2019-06-28
0016413,Nokia,Nk320,83594.62,2020-03-14
0016414,Apple,Macbook512,82583.89,2018-10-14
0016415,Samsung,watch320,13464.77,2019-10-06
0016416,Apple,iphoneSE,52542.94,2019-04-25
0016417,Samsung,watch320,49536.49,2020-03-26
0016418,Samsung,galaxy12,75825.48,2018-12-10
0016419,Nokia,Nk500,63017.22,2019-01-16
0016420,Nokia,Nk400,85916.3,2020-01-13
0016421,Samsung,watch340,17413.17,2019-05-02
0016422,Nokia,Nk320,94847.01,2019-03-18
0016423,Nokia,Nk320,61019.04,2019-02-06
0016424,Nokia,Nk500,91493.47,2019-12-22
0016425,Apple,iphoneSE,64057.23,2018-07-01
0016426,Nokia,Nk500,53452.82,2018-09-29
0016427,Apple,laptop256,49563.49,2019-06-16
0016428,Nokia,Nk320,66445.34,2019-07-01
0016429,Samsung,watch340,98268.45,2019-03-09
0016430,Apple,iphone13,33552.56,2019-11-05
0016431,Samsung,galaxy10,63525.44,2018-11-28
0016432,Apple,iphoneSE,2564.53,2019-05-09
0016433,Apple,laptop256,81261.62,2020-04-08
0016434,Apple,IpadMax,63406.85,2019-03-02
0016435,Nokia,Nk400,91856.54,2018-11-09
0016436,Samsung,watch340,93912.27,2019-01-08
0016437,Samsung,galaxy10,80187.2,2018-11-18
